"tag","class","text_preview","is_valid","type"
"symbol","",""
"path","",""
"path","",""
"path","",""
"symbol","",""
"path","",""
"path","",""
"path","",""
"symbol","",""
"path","",""
"path","",""
"path","",""
"defs","",""
"symbol","",""
"path","",""
"defs","",""
"symbol","",""
"g","",""
"path","",""
"andes-modal","andes-modal--iframe",""
"div","cookie-consent-snackbar__message","¡Listo! Guardamos tus preferencias."
"div","cookie-consent-snackbar__message","Algo salió mal. Por favor, vuelve a intentarlo."
"img","",""
"path","",""
"a","cart-button","0"
"path","header--custom-svg",""
"text","","0"
"path","",""
"path","",""
"path","",""
"a","","PC de Escritorio"
"a","","Notebooks y Accesorios"
"a","","Componentes de PC"
"a","","Fuentes de Alimentación"
"a","","Placas"
"a","","Discos y Accesorios"
"a","","Procesadores"
"a","","Memorias RAM"
"a","","Almacenamiento"
"a","","Periféricos de PC"
"a","","Cables y Hubs USB"
"a","","PC de Escritorio"
"div","target-subCategory-1","AMD
                        
                      
                      
                        
"
"a","","AMD"
"a","","Intel"
"a","","Notebooks"
"div","target-subCategory-2","Notebooks
                        
                      
                      
                   "
"a","","Notebooks"
"a","","Accesorios para Laptops"
"a","","Combos"
"div","target-subCategory-3","AMD
                        
                      
                      
                        
"
"a","","AMD"
"a","","Intel"
"a","","Asus"
"a","","Envío Gratis"
"div","target-subCategory-4",""
"a","","Cuotas sin interés"
"div","target-subCategory-5",""
"span","",""
"a","","PC de Escritorio"
"a","","Notebooks y Accesorios"
"a","","Componentes de PC"
"a","","Fuentes de Alimentación"
"a","","Placas"
"a","","Discos y Accesorios"
"a","","Procesadores"
"a","","Memorias RAM"
"a","","Almacenamiento"
"a","","Periféricos de PC"
"a","","Cables y Hubs USB"
"span","",""
"a","","AMD"
"a","","Intel"
"span","",""
"a","","Notebooks"
"a","","Accesorios para Laptops"
"span","",""
"a","","AMD"
"a","","Intel"
"a","","Asus"
"span","",""
"span","",""
"ul","grid-list","AMD
                    
                      
                    
                  
            "
"ul","grid-list","Notebooks
                    
                      
                    
                  
      "
"ul","grid-list","AMD
                    
                      
                    
                  
            "
"div","",""
"li","andes-breadcrumb__item shops__breadcrumb-item","Computación"
"a","andes-breadcrumb__link","Computación"
"span","","Computación"
"li","andes-breadcrumb__item shops__breadcrumb-item","Periféricos de PC"
"a","andes-breadcrumb__link","Periféricos de PC"
"span","","Periféricos de PC"
"a","","Envío gratis"
"span","andes-switch__label","Envío gratis"
"span","","Envío gratis"
"div","andes-form-control andes-form-control--textfield",""
"div","andes-form-control__control",""
"div","andes-form-control andes-form-control--textfield",""
"div","andes-form-control__control",""
"path","",""
"div","",""
"div","andes-tooltip__trigger",""
"div","",""
"div","andes-floating-menu","Más relevantes"
"path","",""
"div","",""
"div","",""
"div","","20% OFFTeclado Inalámbrico Con Touchpad K400 Plus Logitech Color del teclado Negro Idioma Español$65"
"div","","20% OFFTeclado Inalámbrico Con Touchpad K400 Plus Logitech Color del teclado Negro Idioma Español$65"
"div","poly-card__portada",""
"img","poly-component__picture",""
"div","poly-card__content","20% OFFTeclado Inalámbrico Con Touchpad K400 Plus Logitech Color del teclado Negro Idioma Español$65"
"a","poly-component__title","Teclado Inalámbrico Con Touchpad K400 Plus Logitech Color del teclado Negro Idioma Español"
"div","poly-component__price","$65.309$52.24720% OFF"
"s","andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma","$65.309"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","65.309"
"div","poly-price__current","$52.24720% OFF"
"span","andes-money-amount andes-money-amount--cents-superscript","$52.247"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","52.247"
"span","andes-money-amount__discount","20% OFF"
"div","poly-component__shipping","Envío gratis"
"div","","20% OFFMouse gamer de juego Logitech GG Series G203 Lightsync negro$55.299$44.23920% OFFDisponible e"
"div","poly-card__portada",""
"img","poly-component__picture",""
"div","poly-card__content","20% OFFMouse gamer de juego Logitech GG Series G203 Lightsync negro$55.299$44.23920% OFFDisponible e"
"a","poly-component__title","Mouse gamer de juego Logitech GG Series G203 Lightsync negro"
"div","poly-content","$55.299$44.23920% OFFDisponible en 4 colores"
"div","poly-content__column","$55.299$44.23920% OFF"
"div","poly-component__price","$55.299$44.23920% OFF"
"s","andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma","$55.299"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","55.299"
"div","poly-price__current","$44.23920% OFF"
"span","andes-money-amount andes-money-amount--cents-superscript","$44.239"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","44.239"
"span","andes-money-amount__discount","20% OFF"
"div","poly-content__column","Disponible en 4 colores"
"span","poly-component__variations-text","Disponible en 4 colores"
"div","","20% OFFKit Teclado Y Mouse Logitech Usb Multimedia Pc Escritorio$32.789$26.23120% OFFEnvío gratis"
"div","poly-card__portada",""
"img","poly-component__picture lazy-loadable",""
"div","poly-card__content","20% OFFKit Teclado Y Mouse Logitech Usb Multimedia Pc Escritorio$32.789$26.23120% OFFEnvío gratis"
"a","poly-component__title","Kit Teclado Y Mouse Logitech Usb Multimedia Pc Escritorio"
"div","poly-component__price","$32.789$26.23120% OFF"
"s","andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma","$32.789"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","32.789"
"div","poly-price__current","$26.23120% OFF"
"span","andes-money-amount andes-money-amount--cents-superscript","$26.231"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","26.231"
"span","andes-money-amount__discount","20% OFF"
"div","poly-component__shipping","Envío gratis"
"div","","20% OFFParlantes Computadora Usb Dvd Tv Mp3 Sonido Pc$25.379$20.30320% OFFEnvío gratis"
"div","poly-card__portada",""
"img","poly-component__picture lazy-loadable",""
"div","poly-card__content","20% OFFParlantes Computadora Usb Dvd Tv Mp3 Sonido Pc$25.379$20.30320% OFFEnvío gratis"
"a","poly-component__title","Parlantes Computadora Usb Dvd Tv Mp3 Sonido Pc"
"div","poly-component__price","$25.379$20.30320% OFF"
"s","andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma","$25.379"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","25.379"
"div","poly-price__current","$20.30320% OFF"
"span","andes-money-amount andes-money-amount--cents-superscript","$20.303"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","20.303"
"span","andes-money-amount__discount","20% OFF"
"div","poly-component__shipping","Envío gratis"
"div","","20% OFFMouse Gamer Usb Con Botones Rgb Ergonomico$48.889$39.11120% OFFEnvío gratis"
"div","poly-card__portada",""
"img","poly-component__picture lazy-loadable",""
"div","poly-card__content","20% OFFMouse Gamer Usb Con Botones Rgb Ergonomico$48.889$39.11120% OFFEnvío gratis"
"a","poly-component__title","Mouse Gamer Usb Con Botones Rgb Ergonomico"
"div","poly-component__price","$48.889$39.11120% OFF"
"s","andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma","$48.889"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","48.889"
"div","poly-price__current","$39.11120% OFF"
"span","andes-money-amount andes-money-amount--cents-superscript","$39.111"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","39.111"
"span","andes-money-amount__discount","20% OFF"
"div","poly-component__shipping","Envío gratis"
"div","","20% OFFCombo Teclado Mouse 4 En 1 Redragon S147 Rgb Auricular Pad$120.819$96.65520% OFF6 cuotas de $"
"div","poly-card__portada",""
"img","poly-component__picture lazy-loadable",""
"div","poly-card__content","20% OFFCombo Teclado Mouse 4 En 1 Redragon S147 Rgb Auricular Pad$120.819$96.65520% OFF6 cuotas de $"
"a","poly-component__title","Combo Teclado Mouse 4 En 1 Redragon S147 Rgb Auricular Pad"
"div","poly-component__price","$120.819$96.65520% OFF6 cuotas de $24.245"
"s","andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma","$120.819"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","120.819"
"div","poly-price__current","$96.65520% OFF"
"span","andes-money-amount andes-money-amount--cents-superscript","$96.655"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","96.655"
"span","andes-money-amount__discount","20% OFF"
"span","poly-price__installments","6 cuotas de $24.245"
"span","andes-money-amount poly-phrase-price andes-money-amount--cents-comma","$24.245"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","24.245"
"div","poly-component__shipping","Envío gratis"
"div","","20% OFFMouse Inalambrico Logitech Notebook Pc Usb Calidad$19.809$15.84720% OFFEnvío gratis"
"div","poly-card__portada",""
"img","poly-component__picture lazy-loadable",""
"div","poly-card__content","20% OFFMouse Inalambrico Logitech Notebook Pc Usb Calidad$19.809$15.84720% OFFEnvío gratis"
"a","poly-component__title","Mouse Inalambrico Logitech Notebook Pc Usb Calidad"
"div","poly-component__price","$19.809$15.84720% OFF"
"s","andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma","$19.809"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","19.809"
"div","poly-price__current","$15.84720% OFF"
"span","andes-money-amount andes-money-amount--cents-superscript","$15.847"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","15.847"
"span","andes-money-amount__discount","20% OFF"
"div","poly-component__shipping","Envío gratis"
"div","","20% OFFKit Teclado Mouse Logitech Inalambrico Usb Español Calidad$54.559$43.64720% OFF"
"div","poly-card__portada",""
"img","poly-component__picture lazy-loadable",""
"div","poly-card__content","20% OFFKit Teclado Mouse Logitech Inalambrico Usb Español Calidad$54.559$43.64720% OFF"
"a","poly-component__title","Kit Teclado Mouse Logitech Inalambrico Usb Español Calidad"
"div","poly-component__price","$54.559$43.64720% OFF"
"s","andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma","$54.559"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","54.559"
"div","poly-price__current","$43.64720% OFF"
"span","andes-money-amount andes-money-amount--cents-superscript","$43.647"
"span","andes-money-amount__currency-symbol","$"
"span","andes-money-amount__fraction","43.647"
"span","andes-money-amount__discount","20% OFF"
"div","",""
"div","","El envío gratis está sujeto al peso, precio y la distancia del envío."
"div","shops__listing-disclaimer","El envío gratis está sujeto al peso, precio y la distancia del envío."
"div","shops__listing-shops__listing-disclaimer-card andes-message andes-message--accent andes-message--loud","El envío gratis está sujeto al peso, precio y la distancia del envío."
"div","andes-badge andes-badge--pill andes-badge--accent andes-message__badge andes-message__badge--accent andes-badge--pill-icon andes-badge--small",""
"div","andes-badge__icon",""
"path","",""
"path","",""
"div","andes-message__content andes-message__content--untitled","El envío gratis está sujeto al peso, precio y la distancia del envío."
"div","andes-message__text andes-message__text--accent","El envío gratis está sujeto al peso, precio y la distancia del envío."
"div","",""
"div","",""
"div","",""
"div","",""
"p","standard-footer__logo-caption",""
"p","",""
"a","header--custom-svg",""
"path","",""
"a","header--custom-svg",""
"path","",""
"a","header--custom-svg",""
"defs","",""
"clippath","",""
"rect","",""
"g","",""
"g","",""
"path","",""
"div","standard-footer-divider",""
"a","header--custom-text","PC de Escritorio"
"a","header--custom-text","Notebooks"
"a","header--custom-text","Combos"
"a","header--custom-text","Envío Gratis"
"a","header--custom-text","Cuotas sin interés"
"div","standard-footer-divider",""
"path","",""
"path","",""
"div","standard-footer-divider",""
"a","header--custom-svg",""
"path","",""
"a","header--custom-svg",""
"path","",""
"a","header--custom-svg",""
"defs","",""
"clippath","",""
"rect","",""
"g","",""
"g","",""
"path","",""
"a","header--custom-text","Tel:
                1171127475"
"a","header--custom-text","Tiendatrade  -"
"a","header--custom-text","Buenos Aires,"
"a","header--custom-text","Capital Federal."
"li","standard-list--spacing","Escribinos"
"a","standard-list--contact header--custom-text","Escribinos"
"g","",""
"path","header--custom-svg",""
"span","","Escribinos"
"li","standard-list--spacing standard-list--afip-img",""
"a","",""
"div","standard-footer-divider",""
"div","standard-footer-info standard-footer-info--desktop","Tiendatrade.com.ar es una tienda creada con"
"a","standard-footer-info__brand header--custom-text","Tiendatrade.com.ar es una tienda creada con"
"span","footer-power-by","Tiendatrade.com.ar es una tienda creada con"
"g","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"a","header--custom-text","Avisos legales"
"span","standard-footer-help__separator header--custom-text","|"
"span","standard-footer-help__separator header--custom-text","|"
"span","standard-footer-help__separator header--custom-text","|"
"span","standard-footer-help__separator header--custom-text","|"
"a","standard-footer-info__brand header--custom-text","Tiendatrade.com.ar es una tienda creada con"
"span","footer-power-by","Tiendatrade.com.ar es una tienda creada con"
"g","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"path","",""
"link","js-favicon",""
"link","js-favicon",""
"path","",""
"a","hamburger-panel-link weight-normal","Quienes Somos"
"span","m-right-quarter","Productos"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"span","m-right-quarter","Accesorios para PC"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Adaptadores USB"
"a","hamburger-panel-link weight-normal","Alcohol Isopropílico"
"a","hamburger-panel-link weight-normal","Fichas & Adaptadores HDMI/DVI/VGA"
"a","hamburger-panel-link weight-normal","Pastas Térmicas para PC y CPU"
"a","hamburger-panel-link weight-normal","Accesorios para RGB"
"a","hamburger-panel-link weight-normal","Celulares"
"span","m-right-quarter","Componentes de PC"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"span","m-right-quarter","Placas de Video"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"span","m-right-quarter","Radeon"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Asus"
"a","hamburger-panel-link weight-normal","Gigabyte"
"a","hamburger-panel-link weight-normal","MSI"
"a","hamburger-panel-link weight-normal","Sapphire"
"a","hamburger-panel-link weight-normal","AsRock"
"span","m-right-quarter","Nvidia"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","RTX"
"a","hamburger-panel-link weight-normal","GT"
"a","hamburger-panel-link weight-normal","GTX"
"span","m-right-quarter","Procesadores"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"span","m-right-quarter","AMD"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Athlon"
"span","m-right-quarter","Socket AM4"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Ryzen 3"
"a","hamburger-panel-link weight-normal","Ryzen 5"
"a","hamburger-panel-link weight-normal","Ryzen 7"
"a","hamburger-panel-link weight-normal","Ryzen 9"
"span","m-right-quarter","Socket Am5"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Ryzen Serie 7000"
"a","hamburger-panel-link weight-normal","Ryzen Serie 8000"
"a","hamburger-panel-link weight-normal","Ryzen Serie 9000"
"span","m-right-quarter","Intel Core"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Socket LGA1200"
"a","hamburger-panel-link weight-normal","Socket LGA1700"
"a","hamburger-panel-link weight-normal","Socket LGA1851"
"a","hamburger-panel-link weight-normal","Pentium Gold"
"a","hamburger-panel-link weight-normal","Intel Celeron"
"a","hamburger-panel-link weight-normal","Xeon"
"span","m-right-quarter","Motherboard"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"span","m-right-quarter","AMD"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Socket AM4"
"a","hamburger-panel-link weight-normal","Socket AM5"
"span","m-right-quarter","INTEL"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Socket 1200"
"a","hamburger-panel-link weight-normal","Socket 1700"
"a","hamburger-panel-link weight-normal","Socket 1851"
"span","m-right-quarter","Almacenamiento"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"span","m-right-quarter","Discos Externos HDD y SSD"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Discos Externos HDD"
"a","hamburger-panel-link weight-normal","Discos Externos SSD"
"span","m-right-quarter","Discos Internos HDD y SSD"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"span","m-right-quarter","Discos Internos HDD"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Seagate"
"a","hamburger-panel-link weight-normal","WD"
"a","hamburger-panel-link weight-normal","Gigabyte"
"span","m-right-quarter","Discos Internos SSD"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Adata"
"a","hamburger-panel-link weight-normal","Crucial"
"a","hamburger-panel-link weight-normal","Gigabyte"
"a","hamburger-panel-link weight-normal","HP"
"a","hamburger-panel-link weight-normal","Kingston"
"a","hamburger-panel-link weight-normal","Netac"
"a","hamburger-panel-link weight-normal","Patriot"
"a","hamburger-panel-link weight-normal","Seagate"
"a","hamburger-panel-link weight-normal","WD"
"a","hamburger-panel-link weight-normal","Discos M.2 NVMe y SATA"
"span","m-right-quarter","Memoria Ram"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","DDR3"
"a","hamburger-panel-link weight-normal","DDR4"
"a","hamburger-panel-link weight-normal","DDR5"
"a","hamburger-panel-link weight-normal","SODIMM"
"span","m-right-quarter","Coolers para Pc"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Air Cooler"
"a","hamburger-panel-link weight-normal","Water Cooler"
"span","m-right-quarter","Fuentes para PC"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Fuentes Gigabyte"
"a","hamburger-panel-link weight-normal","Fuentes MSI"
"a","hamburger-panel-link weight-normal","Fuentes Sentey"
"a","hamburger-panel-link weight-normal","Fuentes Thermaltake"
"a","hamburger-panel-link weight-normal","Fuentes Toughpower"
"a","hamburger-panel-link weight-normal","Fuentes Smart"
"a","hamburger-panel-link weight-normal","Fuentes Cromax"
"a","hamburger-panel-link weight-normal","Fuentes CoolerMaster"
"a","hamburger-panel-link weight-normal","PCIe Gen 5.0"
"span","m-right-quarter","Gabinetes de PC"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Gabinetes Ranckeables"
"a","hamburger-panel-link weight-normal","Gabinetes Mini Slim"
"span","m-right-quarter","Gabinetes Gamers"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Mini Tower"
"a","hamburger-panel-link weight-normal","Mid Tower"
"a","hamburger-panel-link weight-normal","Full Tower"
"span","m-right-quarter","Perifericos para PC"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"span","m-right-quarter","Auriculares"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Trust"
"a","hamburger-panel-link weight-normal","Logitech"
"a","hamburger-panel-link weight-normal","Hyperx"
"a","hamburger-panel-link weight-normal","Genius"
"a","hamburger-panel-link weight-normal","MSI"
"a","hamburger-panel-link weight-normal","Camaras Web"
"a","hamburger-panel-link weight-normal","CD/DVD Externos"
"a","hamburger-panel-link weight-normal","Joysticks"
"a","hamburger-panel-link weight-normal","Laminadora"
"a","hamburger-panel-link weight-normal","MicroSD"
"a","hamburger-panel-link weight-normal","Memorias Flash"
"span","m-right-quarter","Microfonos"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Logitech"
"a","hamburger-panel-link weight-normal","Yeti"
"a","hamburger-panel-link weight-normal","GTX"
"a","hamburger-panel-link weight-normal","Trust"
"a","hamburger-panel-link weight-normal","Razer"
"span","m-right-quarter","Mouse"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Logitech"
"a","hamburger-panel-link weight-normal","Xtech"
"a","hamburger-panel-link weight-normal","Trust"
"a","hamburger-panel-link weight-normal","Primus"
"a","hamburger-panel-link weight-normal","Genius"
"a","hamburger-panel-link weight-normal","HP"
"a","hamburger-panel-link weight-normal","MSI"
"a","hamburger-panel-link weight-normal","Klip Xtreme"
"a","hamburger-panel-link weight-normal","Evga"
"a","hamburger-panel-link weight-normal","Zowie"
"a","hamburger-panel-link weight-normal","Razer"
"a","hamburger-panel-link weight-normal","Gx Gaming"
"a","hamburger-panel-link weight-normal","Gigabyte"
"a","hamburger-panel-link weight-normal","Sentey"
"a","hamburger-panel-link weight-normal","Patriot"
"a","hamburger-panel-link weight-normal","Sfx"
"a","hamburger-panel-link weight-normal","Aureox"
"a","hamburger-panel-link weight-normal","Soltech"
"a","hamburger-panel-link weight-normal","TT"
"a","hamburger-panel-link weight-normal","Inalambricos"
"a","hamburger-panel-link weight-normal","HyperX"
"a","hamburger-panel-link weight-normal","Mouse Pad"
"span","m-right-quarter","Parlantes"
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft",""
"path","",""
"a","hamburger-panel-link weight-normal","Trust"
"a","hamburger-panel-link weight-normal","Genius"
"a","hamburger-panel-link weight-normal","Gx Gaming"
"a","hamburger-panel-link weight-normal","Philips"
